Other,Tool,Economic,Connection,Info,Spanish,age,inc,party_lean,marital,educ2,emplnw,hisp,racem1
,,,,1,English,47,99,3,1,8,1,2,1
,,,1,1,English,30,99,8,1,6,1,2,2
,,,,1,English,31,1,1,2,5,2,2,5
,,,,1,English,47,9,2,1,8,2,2,1
,,,1,1,English,68,9,2,3,3,3,2,1
,,,1,,English,82,99,1,1,5,3,2,1
,,1,,,English,66,2,1,5,2,3,2,1
,,,,1,English,46,9,2,3,6,2,2,1
,,,,1,English,39,1,2,6,2,4,1,4
,,,,1,English,51,8,2,1,6,5,2,1
,,,1,1,English,65,6,2,3,6,2,2,1
,,,1,,English,88,7,1,5,4,3,2,1
,,,,1,English,53,99,2,3,6,1,2,1
,1,,,1,English,81,6,2,5,6,3,2,1
,1,,,,English,64,5,1,1,6,3,2,1
,,,,1,English,52,8,2,1,6,1,2,1
,,,,1,English,34,3,1,6,2,1,2,1
,,,1,1,English,49,2,4,1,5,2,2,1
,,,,1,English,44,6,2,1,7,2,2,1
,,,1,,English,70,99,2,1,6,3,2,1
,,,,1,English,24,1,2,6,2,1,2,2
,,,,1,English,42,9,2,1,7,1,2,3
,,,,1,English,36,3,2,3,4,1,2,1
1,,,,,English,50,2,2,1,4,4,2,2
,,,1,1,English,75,6,2,1,6,3,2,1
,,,,1,English,48,3,1,3,8,6,2,1
,,,,1,English,59,1,2,2,3,4,2,1
,1,,,,English,26,6,2,6,5,1,2,1
,,1,,,English,43,2,1,1,5,1,2,1
,,,,1,English,46,6,2,2,4,1,2,2
1,,,,,English,62,6,1,3,6,1,2,1
,,,,1,English,34,6,3,1,6,1,2,1
,,,1,,English,26,6,2,1,6,1,2,1
1,,,,,English,22,4,2,1,4,1,2,1
,,,,1,English,80,6,2,1,6,3,2,1
,,,,1,English,55,3,1,6,6,2,2,1
,,,,1,English,20,1,2,6,5,1,1,7
,,,1,,English,24,6,2,6,3,7,2,2
,,,,1,English,70,99,1,1,8,3,2,1
,,,1,1,English,80,4,1,3,7,3,2,1
,,,,1,English,18,7,2,6,5,4,1,1
,,,,1,English,19,4,1,6,3,1,2,1
,,,,1,English,59,9,3,1,6,1,2,2
,,,1,,English,29,8,2,1,6,1,2,1
1,,,,,English,23,98,2,6,3,1,2,1
,,,,1,English,28,98,1,6,3,1,2,1
,,,,1,English,52,5,2,1,6,1,2,2
,1,,,,English,60,7,2,1,4,1,2,1
,,,,1,English,36,5,1,1,6,1,2,1
,1,,,,English,44,1,1,5,3,4,2,1
,,,,1,English,71,99,1,1,5,3,2,1
,,,1,1,English,55,9,3,1,6,1,2,1
1,,,,,English,26,98,2,6,4,4,1,1
1,,,,,English,50,8,1,1,7,3,1,1
,,,,1,English,63,6,1,1,6,2,2,1
,,,,1,English,36,4,9,3,5,1,2,1
1,,,,,English,29,7,2,2,7,1,2,2
,1,,,1,English,56,8,1,3,6,3,2,1
,,,,1,English,75,4,2,1,3,3,1,1
,,,1,,English,84,2,1,5,6,3,2,1
,,,1,,English,53,2,3,1,2,4,1,7
,,,,1,English,27,3,3,6,6,4,2,1
,,,,1,English,65,9,2,1,6,2,2,1
,,,,1,English,60,7,2,1,4,1,2,1
,,,,1,English,59,5,2,3,5,8,2,1
,,,1,1,English,46,9,2,1,6,1,2,2
,,,,1,English,65,6,2,1,8,3,2,1
,,,,1,English,29,6,2,6,7,1,2,1
,,,,1,English,55,99,2,1,6,2,2,1
,,,,1,English,41,8,1,1,3,1,1,1
,,,,1,English,40,8,2,1,8,1,2,2
,,,1,,English,38,8,1,1,6,1,2,1
,1,,,,English,29,1,4,6,3,4,2,2
,,1,,,English,65,6,2,1,6,3,2,1
,,,,1,English,46,9,1,1,6,1,2,1
,,,,1,English,66,6,2,1,5,3,2,1
,,,,1,English,59,5,1,3,4,1,2,1
,,,1,1,English,20,5,1,6,3,1,2,1
,,,,1,English,47,8,1,6,7,1,2,1
,,,1,,English,68,6,2,1,5,3,2,2
,,,1,,English,19,5,1,6,3,2,2,1
,,,1,,English,54,9,2,1,7,2,2,1
1,,,,,English,44,2,2,6,3,2,2,3
,,,1,,English,41,99,2,1,3,1,2,2
1,,,,,English,36,1,1,6,3,6,2,1
,,,,1,English,74,8,2,1,8,3,2,1
,1,,1,,English,60,4,2,2,4,3,2,2
,,,,1,English,25,6,2,1,6,4,1,1
,,,1,,English,62,3,1,1,4,3,2,1
,,,,1,English,60,99,1,9,3,1,2,1
,,,1,,English,19,8,2,6,3,7,2,3
,,,1,,English,25,8,2,6,6,1,1,7
,,,,1,English,23,99,8,6,3,1,2,1
,,,,1,English,46,9,2,1,8,1,2,3
,,,1,,English,18,3,1,6,4,4,1,1
,,,,1,English,60,5,2,3,2,3,2,1
,,,,1,English,40,9,2,1,8,1,2,1
,,,1,,English,34,98,2,6,4,1,1,1
,,,,1,English,66,99,8,1,7,1,1,1
,,,,1,English,36,9,1,1,8,1,2,1
,,,1,,English,70,99,1,1,6,8,2,1
,,,1,,English,55,2,2,6,3,1,2,2
,,,,1,English,70,3,5,6,7,3,2,3
,,,,1,English,33,9,2,1,7,1,2,1
,,,1,1,English,21,9,2,6,3,4,2,1
,,,,1,English,74,3,9,1,3,3,2,1
,,1,,,English,37,6,2,1,3,1,2,1
,,,,1,English,64,7,3,1,6,3,2,1
,,,,1,English,87,8,1,5,8,3,2,1
,,,,1,English,29,3,1,3,6,1,2,1
1,,,,,English,68,9,2,1,6,3,2,1
,,,1,,English,56,8,1,1,6,5,2,1
,,,1,,English,20,1,2,6,4,2,2,1
,,,,1,English,19,3,1,6,3,4,1,7
,,,,1,English,75,2,2,3,3,3,2,2
,1,,,1,English,38,3,2,3,3,1,2,2
,,,,1,English,47,7,2,1,8,1,1,7
,,,,1,English,21,99,2,6,6,4,2,1
,,,,1,English,32,8,1,1,8,1,2,1
1,,,,,English,53,3,2,1,6,1,1,8
,,,1,,English,18,7,2,6,4,2,2,1
,,,,1,English,56,9,1,1,6,4,2,1
,,,1,,English,62,6,2,1,4,1,1,4
,,,,1,English,22,3,4,6,5,1,2,1
1,,,,,English,32,2,2,6,4,1,2,2
,,,,1,English,69,3,1,3,4,3,2,1
,1,,,1,English,68,6,1,1,5,1,2,2
,,,1,,English,37,6,2,1,4,1,2,1
,,1,,,English,30,1,2,6,3,1,2,2
,,,,1,English,74,98,2,5,3,4,2,3
,,,1,,English,58,6,1,1,3,4,2,1
,,,1,,English,70,6,1,1,6,2,2,1
,,,,1,English,63,3,3,3,8,3,2,1
,,,,1,English,60,3,1,3,6,1,2,1
,,,1,,English,79,3,1,5,6,3,2,1
1,,,,,English,48,9,2,1,7,1,2,1
,,,,1,English,45,7,1,1,5,1,2,1
,,,,1,English,89,99,2,5,8,5,2,1
,,,,1,English,73,6,1,1,4,3,2,1
,,,,1,English,54,8,1,1,3,1,2,1
,1,,,1,English,63,8,1,1,8,5,2,1
,,,1,1,English,67,7,1,1,5,3,2,1
,,,,1,English,46,1,2,3,5,2,2,3
,,,,1,English,62,7,1,1,6,1,2,1
,,,,1,English,62,9,2,1,7,3,2,1
,,,,1,English,32,7,2,1,6,1,2,1
,,,1,1,English,56,7,1,1,6,3,2,1
,,,,1,English,99,8,1,1,8,1,2,1
,,,1,,English,20,98,2,6,4,2,2,3
,,1,,,English,72,9,2,1,6,1,2,1
,,,,1,English,27,9,2,1,6,1,2,2
,,,1,,English,51,9,1,1,8,1,2,1
,,,,1,English,60,6,1,1,5,4,2,5
,,,,1,English,73,4,2,5,6,3,2,1
,,,,1,English,51,7,1,1,6,1,2,1
,,,,1,English,33,9,1,1,6,1,2,1
,,,,1,English,82,3,1,5,3,4,2,1
,,,1,1,English,54,9,1,1,6,1,2,1
,1,,1,,English,56,6,1,1,5,3,2,1
,,,1,,English,18,6,2,6,3,2,2,1
,,,1,,English,49,99,2,1,6,1,2,1
,,,,1,English,35,9,2,1,8,1,2,1
,1,,,,English,27,2,3,6,3,1,2,1
,,,1,,English,89,8,2,5,4,4,2,1
,,,,1,English,54,7,2,1,6,1,2,2
,,,,1,English,30,7,2,6,7,4,2,3
,,,,1,English,48,9,1,1,3,5,2,2
,,,,1,English,62,8,2,1,6,3,2,2
1,,,,,English,79,4,2,1,6,3,1,9
,,,1,,English,49,2,2,6,5,4,2,2
,,,,1,English,51,9,2,1,7,2,2,1
,,,1,1,English,46,99,1,1,6,1,2,1
,,,,1,English,40,9,2,1,6,2,2,1
,,,1,,English,21,5,2,6,3,1,2,2
,,,,1,English,47,9,1,1,6,4,2,1
,,,1,,English,68,98,2,1,3,4,2,1
,,,,1,English,35,5,2,6,5,1,2,2
,,,,1,English,57,7,1,1,4,1,2,1
,,,,1,English,70,3,2,3,5,2,2,2
,,,1,,English,70,4,1,1,7,1,1,1
,,,1,,English,62,1,2,6,2,3,2,2
1,,,,,English,66,98,1,1,5,3,2,1
,1,,1,,English,47,7,3,1,4,1,2,4
,1,,,,English,33,4,1,1,2,1,2,1
,,,1,,English,42,1,1,3,5,3,2,1
,,,,1,English,51,4,2,3,7,2,2,2
,,,1,,English,69,98,2,3,7,3,2,1
,,,,1,English,52,9,9,1,6,1,2,1
,,,,1,English,99,99,3,4,6,1,9,9
,,,,1,English,43,9,9,6,5,99,9,9
,,,,1,English,46,9,2,1,7,1,2,1
,,,1,1,English,59,8,1,1,7,3,2,1
,,,1,1,English,22,1,3,6,3,4,1,7
,1,,,,English,58,1,2,3,3,4,2,2
,,,,1,English,54,8,1,1,3,1,2,1
,,,,1,English,48,7,1,1,7,1,2,1
,,,1,,English,58,3,1,4,2,4,2,2
,,,1,1,English,47,9,2,1,8,1,2,1
,,,,1,English,63,98,2,6,4,3,1,1
1,,,,,English,26,6,2,2,3,2,2,1
,,,,1,English,64,7,2,1,6,1,2,1
,,,,1,English,23,3,2,2,4,1,2,1
,,,,1,English,62,5,2,6,6,1,2,1
,,,1,,English,68,7,3,1,8,3,2,1
,,,1,,English,60,4,2,3,7,2,2,1
,,,,1,English,77,7,2,1,4,3,2,1
,,,,1,English,36,7,2,2,3,1,2,1
,,,,1,English,99,6,2,8,7,5,1,7
,,,1,,English,43,1,2,4,4,4,1,2
,,,,1,English,41,8,2,1,3,2,2,2
,,,,1,English,72,9,1,1,7,3,2,1
,,,,1,English,28,9,2,1,7,1,2,1
,,,,1,English,41,6,1,9,7,1,1,7
,,,,1,English,99,2,9,1,3,2,2,1
,,,,1,English,54,1,2,2,3,2,2,2
,,,,1,English,56,9,1,1,7,1,2,1
,,,,1,English,99,99,9,1,4,2,2,1
,,,1,1,English,19,3,2,6,3,2,2,1
,,,,1,English,28,4,2,6,5,4,2,2
,,,,1,English,67,7,1,1,6,2,2,1
,,1,,,English,52,8,1,1,4,1,2,1
,,,,1,English,43,1,8,6,3,6,2,1
,,,,1,English,41,8,1,1,1,1,2,9
,,,,1,English,74,9,1,1,7,3,2,1
,,,,1,English,50,6,2,4,3,1,2,2
,,,1,1,English,37,6,2,1,6,4,2,2
,,,1,1,English,70,6,1,1,5,2,2,1
,,,1,,English,71,9,1,1,7,3,2,1
,,,1,,English,24,99,2,6,6,2,2,1
,,,,1,English,40,3,2,4,1,1,1,7
,,,,,English,89,99,9,3,6,3,9,9
,,,,1,English,70,7,1,1,7,3,2,1
,,,,1,English,67,6,2,1,7,2,2,1
,,,1,,English,57,4,2,3,7,1,2,2
,,,,1,English,63,8,1,1,5,1,2,1
,1,,,1,English,54,99,1,1,6,1,2,1
1,,,,,English,38,9,2,1,8,1,2,1
,,,1,1,English,68,8,2,1,8,2,2,1
,,,,1,English,60,6,1,1,6,1,2,1
,,,1,,English,70,4,2,2,6,3,2,1
1,,,,,English,77,99,3,5,3,3,2,1
,,,,1,English,32,1,1,1,4,4,2,1
,,,1,,English,53,4,1,1,6,1,2,1
,1,,,,English,53,8,1,1,3,1,2,1
,,,,1,English,51,2,1,6,4,4,2,1
,,,1,1,English,72,7,2,1,3,3,2,1
,,,1,1,English,69,99,2,1,7,1,2,2
,,,1,1,English,25,6,2,6,8,1,2,3
,1,,,,English,65,3,2,2,3,6,9,9
1,,,,,English,55,6,1,1,4,4,2,1
,1,,,,English,77,6,1,1,6,3,2,1
,,,,1,English,21,6,2,6,4,4,2,1
,,,1,,English,61,9,2,1,8,1,2,1
,,,,1,English,67,4,2,3,3,4,2,1
,,,,1,English,28,2,3,4,3,4,2,1
1,,,,,English,29,6,2,1,6,1,2,3
,1,,,,English,22,98,1,6,3,4,2,1
,,,,1,English,70,4,2,3,6,2,2,1
,,,,1,English,43,9,3,1,6,1,2,2
,,,,1,English,44,9,1,1,6,1,2,3
,,,1,,English,69,99,1,5,5,3,2,1
,,,,1,English,29,3,1,4,2,1,1,1
,,,,1,English,32,1,3,6,3,2,2,1
,,,1,1,English,35,9,1,1,6,1,2,1
,,,,1,English,45,7,2,1,7,5,2,1
,,,,1,English,77,99,1,2,3,3,2,1
,,,,1,English,62,5,4,1,3,3,2,1
,,,,1,English,75,7,1,1,3,1,2,9
,,,,1,English,99,98,4,9,3,2,2,1
1,,,,,English,50,2,2,3,5,3,1,1
,,,1,,English,30,3,1,5,5,1,2,1
,,,1,,English,60,5,1,1,4,6,2,1
,,,1,,English,18,98,1,1,4,2,1,7
,,,,1,English,60,8,2,1,3,2,2,1
,,,1,,English,25,1,3,6,3,6,2,1
,,,1,,English,54,5,2,3,3,1,2,2
,,,,1,English,56,8,2,1,1,1,2,5
,,,,1,English,36,8,1,1,6,2,2,1
,1,,,,English,57,5,1,2,3,1,2,1
,,,1,1,English,54,8,2,1,6,5,2,1
,1,,1,1,English,76,7,2,3,7,3,2,2
,,,,1,English,64,8,2,1,8,1,2,1
1,,,,,English,52,8,2,6,6,1,2,1
1,,,,,English,53,9,2,1,8,1,2,1
,,,1,,English,18,98,2,6,4,2,2,2
,,,,1,English,37,7,1,1,7,1,1,7
,,,,1,English,74,9,1,1,7,5,2,1
,,,,1,English,77,6,1,3,3,3,2,1
,,,,1,English,22,4,2,2,6,1,2,3
1,,,,,English,99,99,3,9,7,1,2,9
,,,,1,English,71,4,1,1,7,3,2,1
,,,1,,English,22,7,2,6,3,2,1,7
,,,,1,English,36,5,1,1,5,4,2,3
,,,,1,English,48,8,1,1,5,1,2,1
,,,,1,English,47,5,2,4,5,2,1,1
,,,,1,English,34,5,1,1,3,1,1,7
,,,,1,English,37,4,2,6,6,5,2,2
,,,1,,English,68,9,2,1,6,3,2,1
,,,,1,English,46,8,1,1,6,1,2,1
,,,,1,English,25,6,2,6,3,1,1,5
,,,1,,English,67,6,1,1,6,3,2,1
,,,,1,English,24,7,2,6,6,1,2,3
,,,1,,English,66,5,2,5,6,1,2,2
,,,1,1,English,60,9,3,1,6,1,2,1
,,,,1,English,60,1,2,1,1,1,1,7
,,,,1,English,68,7,2,1,8,3,2,1
,,,1,,English,56,3,2,6,4,2,2,1
1,,,,,English,73,98,2,1,2,3,2,1
,,,1,,English,31,99,2,6,6,2,2,1
,,,,1,English,28,8,3,2,7,1,2,1
,,,1,1,English,19,7,1,6,4,7,2,1
,,,1,,English,35,99,9,5,8,5,2,1
,,,1,,English,23,3,2,6,5,1,2,1
,,,1,1,English,74,7,2,1,4,3,2,1
1,,,,,English,21,7,2,6,4,4,2,1
1,,,,,English,93,3,1,5,3,3,2,1
,,,,1,English,46,3,2,3,4,2,1,1
,,,1,,English,37,3,3,2,3,4,2,1
,,1,1,,English,52,2,1,3,3,3,2,1
,,,,1,English,60,7,2,1,6,1,2,2
,,,,1,English,58,6,1,1,3,1,2,1
,,1,,,English,88,3,1,5,5,3,2,1
,,,,1,English,64,6,2,1,4,2,2,1
1,,,,,English,20,2,1,6,3,1,2,1
,,,,1,English,33,8,2,1,8,1,2,1
1,,,,,English,46,99,2,1,3,1,2,1
,,,,1,English,41,6,2,1,7,1,2,1
,,,,1,English,36,3,2,6,5,5,2,2
,,,,1,English,85,99,2,1,5,3,2,1
,,,,1,English,85,98,1,1,8,3,2,1
,,,,1,English,21,4,1,6,5,1,2,1
,,,,1,English,35,8,1,1,5,1,2,1
1,,,,,English,49,7,2,1,4,1,2,2
,,,1,1,English,74,7,1,1,8,1,1,1
1,,,,,English,63,99,2,8,6,3,2,1
,,,,1,English,29,2,9,2,3,1,2,1
,1,,1,1,English,45,7,1,3,6,1,2,4
,,,1,,English,86,5,2,5,8,3,1,9
,,,,1,English,52,9,1,1,6,1,2,1
,,,,1,English,20,6,1,6,3,2,2,1
,,,1,,English,39,9,1,1,8,1,2,1
,1,,,1,English,60,4,1,5,4,3,2,1
,,,1,,English,45,98,8,2,2,6,2,1
,,,,1,English,80,7,1,1,6,3,2,1
,,,,1,English,72,3,2,5,6,3,2,1
,,,,1,English,27,6,2,6,6,1,2,1
,,,,1,English,70,3,2,5,3,3,2,1
,1,,1,1,English,70,98,2,1,6,3,2,1
,,,,1,English,64,2,2,1,5,3,1,1
1,,,,,English,47,6,1,1,6,1,2,1
,,,,1,English,21,8,2,6,4,2,2,1
,,,,1,English,57,99,2,1,7,2,2,1
,,,,1,English,69,8,1,1,5,3,2,1
,,,1,,English,66,3,2,2,4,3,2,1
,,,1,,English,71,6,1,5,6,3,2,1
,,,,1,English,24,9,1,6,4,1,2,1
,,,,1,English,52,9,2,1,6,2,2,1
,,,1,,English,26,1,2,2,6,1,1,1
,,,1,,English,18,2,2,2,3,4,2,1
,,,1,1,English,64,7,2,3,6,2,2,1
,,1,1,,English,46,7,2,3,7,1,2,1
,,,1,,English,22,8,1,1,3,1,2,1
,,,1,,English,33,6,1,6,5,1,1,7
,,,1,,English,66,7,1,6,8,3,2,1
1,,,,,English,27,2,3,1,4,4,2,1
,,,1,,English,84,99,2,5,7,3,2,1
,,,,1,English,61,6,1,1,6,1,2,1
,,,1,1,English,67,8,2,1,8,2,2,1
,,,1,,English,79,4,2,1,4,3,2,1
,,,,1,English,58,6,1,1,5,2,2,1
,,,,1,English,68,4,2,1,5,3,2,2
,,,,1,English,33,8,2,1,6,1,2,3
,,,,1,English,43,8,1,1,6,1,2,1
,,,,1,English,38,2,1,1,4,1,1,1
,,,1,,English,58,7,2,1,5,4,1,7
,,,,1,English,84,99,1,5,4,3,2,1
1,,,,,English,68,2,4,1,6,3,2,1
,,,,1,English,26,5,1,2,3,2,1,2
,,,,1,English,29,3,1,5,3,2,2,1
,,,,1,English,70,2,1,3,3,3,2,1
,,,,1,English,19,1,2,6,3,2,1,7
,,,,1,English,55,8,2,1,6,5,2,1
,,,1,,English,55,7,3,3,4,1,2,1
,1,1,,1,English,23,6,1,6,6,5,2,3
,1,,,,English,43,8,1,1,6,2,2,1
,,,1,,English,30,4,2,6,5,1,1,7
,,,,1,English,22,7,1,2,6,7,2,1
,,,1,,English,60,9,2,1,3,1,2,9
,,,,1,English,29,7,2,1,8,1,2,1
,,,1,1,English,81,7,1,1,8,3,2,1
,,,,1,English,62,99,1,1,3,3,2,1
,,,,1,English,31,8,2,1,6,1,2,1
,,,,1,English,32,7,2,1,7,1,1,1
,,,,1,English,60,99,3,3,3,1,2,2
,,,1,,English,24,7,2,6,6,7,2,5
,,,,1,English,63,5,2,1,4,3,2,1
,,,,1,English,23,3,2,6,7,1,2,2
,,,,1,English,76,6,2,1,7,3,2,1
,,,,1,English,50,9,2,1,6,1,2,1
,,,,1,English,27,4,2,6,4,2,1,1
,1,,,1,English,68,3,3,5,3,3,2,1
,,,1,1,English,43,8,1,1,5,1,2,1
,,,1,,English,64,99,2,1,8,3,2,2
,,,,1,English,68,3,2,5,3,2,2,2
,,,1,,English,71,9,2,1,6,3,2,1
,,,,1,English,46,6,2,1,5,1,2,2
,,,1,,English,54,8,2,1,6,1,2,1
,,,1,1,English,57,8,2,1,7,1,2,2
1,,,,,English,57,7,1,2,6,3,2,1
,,,,1,English,62,6,2,1,6,1,2,1
1,,,,,English,51,9,1,1,7,1,2,1
,,1,,1,English,38,8,3,1,3,1,2,1
,1,,1,,English,40,1,2,6,4,4,2,1
,,,,1,English,70,99,2,6,6,3,2,1
,,,,1,English,61,7,1,1,7,1,2,1
,,,,1,English,72,7,2,2,7,4,2,1
,,,1,1,English,30,7,2,1,6,4,2,1
,,,1,,English,23,9,2,6,6,4,2,1
1,,,,,English,59,1,2,3,4,2,2,2
,,,1,,English,44,7,1,1,5,1,2,1
,,1,,,English,51,4,2,1,3,1,1,7
,,,1,1,English,29,6,2,6,6,1,1,1
,,,,1,English,69,99,1,9,6,1,2,1
,,,,1,English,30,3,2,6,3,4,2,2
,,,1,,English,31,3,2,6,8,2,2,1
,,,1,,English,44,1,2,6,4,4,2,2
,,,,1,English,25,7,2,6,6,1,1,1
,,,,1,English,42,99,1,1,6,1,2,1
,,,,1,English,90,4,1,5,5,3,2,1
1,,,,,English,19,7,1,6,4,2,2,1
,,,,1,English,61,9,2,1,8,1,2,1
,1,,1,1,English,27,7,2,6,8,1,2,1
,,,1,,English,61,9,1,1,7,1,2,1
,,,,1,English,56,6,1,1,3,1,2,1
,,,1,,English,26,2,1,2,3,1,2,8
1,,,,,English,27,5,2,6,6,1,2,2
,1,,,1,English,55,8,3,1,3,1,2,1
,,,,1,English,23,4,2,6,4,1,1,1
,,,,1,English,21,98,8,6,3,1,1,7
,,,1,1,English,26,5,1,1,6,1,2,1
,,,,1,English,39,2,2,3,3,1,2,1
,,,,1,English,44,8,1,1,1,1,2,5
,,,,1,English,70,2,1,3,5,3,1,1
,,,,1,English,36,2,2,4,4,4,2,1
,,,,1,English,47,5,2,3,6,1,2,2
,,,1,,English,70,4,2,3,4,3,2,2
,,,,1,English,59,8,2,1,8,1,2,1
,,,,1,English,18,1,2,6,3,4,2,2
,1,,,,English,83,2,3,5,2,3,2,1
,,,,,English,88,1,3,5,3,3,2,2
,1,,,,English,84,8,1,5,6,3,2,1
,,,,1,English,55,6,1,1,3,1,2,1
,,,1,,English,82,5,2,5,6,3,2,1
,1,,,,English,30,3,1,6,4,1,2,2
,,,1,,English,74,8,1,5,7,5,2,1
,,,,1,English,55,1,4,6,3,4,2,2
,,,,1,English,25,98,2,6,5,1,2,2
,,,1,,English,22,98,2,6,7,7,2,3
,,,1,,English,54,2,1,3,4,1,2,1
,,,,1,English,22,1,1,6,6,7,1,7
,,,,1,English,27,5,2,6,5,1,2,2
,,,1,,English,50,99,2,1,5,1,1,1
,,,1,1,English,31,98,4,6,3,4,2,1
,,,1,,English,69,9,2,1,6,3,2,1
,,,,1,English,57,7,1,1,5,1,2,1
,,,,1,English,62,9,1,1,4,1,2,1
,,,,1,English,42,4,2,2,4,1,1,7
,,,,1,English,40,4,8,6,3,1,2,1
,,,,1,English,54,99,1,1,6,3,2,2
,,,,1,English,60,9,1,1,8,1,2,1
1,,,,,English,75,9,3,1,3,5,2,1
,,,1,1,English,78,8,2,1,3,3,2,1
,,,,1,English,99,99,1,1,7,1,9,9
,,,,1,English,50,1,4,6,8,5,2,3
1,,,,,English,52,8,1,1,4,1,2,1
,,,,1,English,70,6,1,1,6,3,2,1
,,,,1,English,51,9,2,1,6,1,2,8
,1,,,1,English,59,9,2,1,6,1,2,1
,,,,1,English,45,1,2,6,6,2,2,1
,1,1,,,English,30,1,2,8,3,6,8,2
,1,,1,1,English,50,1,2,3,5,3,2,1
,,,,1,English,65,98,2,5,4,3,2,1
,,1,,1,English,41,8,2,1,6,6,2,1
,1,,,1,English,29,6,8,1,4,1,2,1
,,,,1,English,27,7,2,2,8,1,2,1
,,,,1,English,18,7,2,6,3,4,2,2
,,,,1,English,28,8,3,1,6,1,2,1
,1,,,,English,55,3,2,3,5,1,2,2
,,1,1,,English,72,9,2,1,8,5,2,1
,,,,1,English,65,6,1,1,4,3,2,9
,,,,1,English,29,99,2,6,6,1,2,2
,,,1,,English,29,1,1,6,6,1,2,1
,,,,1,English,23,4,2,6,6,7,2,1
,1,,,,English,69,7,1,1,4,3,2,1
,,,,1,English,64,3,2,3,6,3,2,1
,,,1,,English,62,3,1,1,4,6,2,1
,,,1,,English,68,6,2,3,7,2,2,1
,,,,1,English,51,5,2,1,3,1,1,7
,,,,1,English,70,7,2,1,8,5,2,1
,,,1,1,English,51,1,2,5,3,5,2,1
,,,,1,English,43,9,2,1,7,1,2,1
,,,,1,English,38,6,3,6,3,1,2,1
,,,1,1,English,32,9,1,6,6,1,2,1
,,,1,,English,39,3,1,2,6,2,2,8
,,,,1,English,42,8,2,1,6,2,2,3
,,,1,1,English,53,2,3,3,5,1,2,1
,,,1,,English,27,6,1,6,6,1,2,1
,,,,1,English,24,6,2,6,6,1,2,1
,1,,,,English,55,3,2,3,4,6,2,2
1,,,,,English,18,98,1,6,3,4,2,2
,,,,1,English,32,2,2,6,4,1,1,1
,,,,1,English,74,5,1,1,4,3,2,1
,,,1,1,English,59,6,2,1,5,1,2,1
,,,,1,English,50,5,1,1,8,1,2,2
,,,,1,English,67,7,1,3,6,3,2,1
,,,,1,English,59,5,1,1,4,3,2,1
,,,,1,English,55,9,2,1,3,1,1,7
,,,,1,English,38,7,2,6,6,4,2,1
,,,1,,English,41,9,1,1,6,1,2,1
,,,,1,English,36,8,1,1,6,1,2,1
,,,,1,English,36,8,1,1,8,1,2,1
,,,,1,English,51,3,1,3,3,1,2,1
,,,,1,English,43,99,2,9,4,1,2,2
,,,,1,English,66,8,2,1,8,3,2,1
1,,,,,English,56,7,1,1,4,8,2,1
1,,,,,English,52,3,3,1,3,1,2,1
,,,,1,English,88,98,2,1,3,3,2,1
,,,,1,English,43,8,2,1,7,1,2,1
,,,,1,English,64,6,2,5,6,3,2,1
,,,,1,English,30,3,2,6,6,1,2,1
,,,,1,English,38,8,2,1,7,1,2,1
,,,,1,English,71,9,1,1,6,3,2,1
,,,1,,English,56,2,2,3,3,3,2,2
,,,1,,English,34,9,2,1,6,1,2,3
,,,,1,English,30,4,2,6,6,1,2,1
,,,,1,English,51,7,1,1,6,1,2,1
,,1,,1,English,25,6,2,6,7,1,2,1
,,1,,,English,50,2,2,3,98,5,2,1
,,,,1,English,66,5,2,3,6,2,2,1
,,,1,,English,37,3,2,1,4,1,2,2
,,,,1,English,26,3,3,1,6,1,2,2
,,,1,,English,21,7,1,6,3,2,2,1
,1,,,1,English,66,8,2,5,8,3,2,1
,,,,1,English,73,3,1,5,3,6,2,1
,,,,1,English,20,98,4,6,3,4,1,7
,,,1,1,English,20,1,4,6,6,8,2,2
,,,,1,English,47,9,1,1,6,2,2,1
,1,,,,English,26,3,2,1,4,1,2,1
,,,,1,English,34,5,1,6,6,1,2,1
,,,,1,English,46,6,1,1,2,4,2,1
,,,,1,English,60,4,2,1,2,1,1,7
,,,,1,English,64,4,2,3,5,3,2,1
,,,,1,English,61,3,1,2,4,6,2,1
,,,,1,English,25,2,3,6,4,2,9,9
,,,1,,English,99,99,2,2,4,1,1,1
,,,,1,English,22,1,4,6,4,2,9,8
,,,1,,English,65,99,2,3,6,1,2,2
,,,1,,English,62,9,1,1,7,1,2,1
,,,,1,English,65,3,2,6,5,3,2,1
,,,,1,English,62,3,2,2,4,3,2,1
,,,,1,English,65,6,3,1,7,3,2,1
1,,,,,English,59,8,2,1,8,1,2,1
,,,,1,English,55,6,2,1,3,1,2,2
,,,1,1,English,35,2,2,3,4,1,2,1
,,,,,English,37,7,2,1,7,1,2,1
,,,,1,English,52,9,2,1,6,1,2,2
,,,1,1,English,56,8,2,4,8,1,9,9
,,,,1,English,71,5,2,5,6,3,2,1
,,,,1,English,71,8,1,1,6,3,2,1
,,1,,,English,50,5,3,5,6,1,2,1
,,,,1,English,66,9,1,1,4,3,2,1
,,,,1,English,69,2,2,6,8,3,2,1
,,,,1,English,38,9,3,1,7,1,2,1
,,,1,,English,74,2,2,5,2,3,2,2
,,1,,,English,60,1,2,3,5,6,2,1
,,,,1,English,46,4,1,6,4,1,2,1
,,,,1,English,30,7,2,1,6,1,2,1
